Manga Title,Tag Name
"After Transmigrating, I Became an Urban Legend","Thriller, Reincarnation, Historical, Psychological, Ghosts, Long Strip, Romance, Comedy, Drama, Horror, Fantasy, Villainess, Mystery, Adaptation, Full Color, Tragedy"
The Invincible Little Lady,"Reincarnation, Loli, Comedy, Adventure, Magic, Isekai, Fantasy, Adaptation"
Hochiya-san is a Handful,"Romance, Comedy, School Life, Slice of Life, Gyaru"
I'm Being Spoiled By My Cousin Big Sister?,"Romance, Comedy, Incest"
Jiǎzhuāng Shīyì Hòu Qíngdí Shuō Wǒ Shì Tā de Nán Péngyǒu,"Long Strip, Comedy, Boys' Love, Drama, Full Color"
The Moon Does Not Count Sheep,"Romance, Comedy, Magic, Girls' Love, Isekai, Fantasy"
Black Jack,"Thriller, Award Winning, Sci-Fi, Action, Psychological, Ghosts, Animals, Romance, Comedy, Crime, Survival, Mafia, Adventure, Office Workers, Military, Philosophical, Gore, Drama, Medical, School Life, Horror, Delinquents, Police, Slice of Life, Mystery, Tragedy"
Don't Underestimate Bread!,"Comedy, Slice of Life, Cooking"
I Shall Master This Family,"Reincarnation, Long Strip, Romance, Isekai, Drama, Fantasy, Web Comic, Adaptation, Full Color"
The Young Lady Has Been Acting Weird Ever Since Someone Confessed to Me,"Romance, Comedy, School Life, Adaptation"
Player (OH Hyeon-Jun),"Monsters, Action, Long Strip, Comedy, Survival, Adventure, Magic, Isekai, Drama, Fantasy, Web Comic, Supernatural, Full Color"
"With the Ability to Materialize What I Draw, Unpopular Me Lives a Harem Life","Romance, Comedy, Harem, Isekai, School Life, Web Comic, Slice of Life, Gyaru"
Desire Pandora,"Demons, Romance, Comedy, Fantasy, Supernatural"
Even a Replica Can Fall in Love,"Romance, Comedy, Drama, School Life, Slice of Life, Supernatural, Mystery, Adaptation"
A Hungry Mother and Daughter and Her Ex-Boyfriend Landlord,"Romance, Slice of Life, Cooking"
"The Relatively Peaceful Daily Life of a Supporting Character Sword Saint. Occasionally, Adventures and Heroic Tales","Action, Comedy, Adventure, Harem, Fantasy, Slice of Life, Adaptation"
Lunch Bancho Hitomi,"Slice of Life, Cooking"
Academy Idolmaster: Gold Rush,"School Life, Slice of Life, Adaptation, Music"
Reincarnated Fighting Gamer: An Old Man's Guide to Conquering Another World,"Reincarnation, Action, Martial Arts, Adventure, Video Games, Sexual Violence, Magic, Isekai, Gore, Drama"
Bad Girl,"Comedy, Girls' Love, 4-Koma, School Life, Slice of Life"
Tyranny,"Thriller, Monsters, Action, Demons, Psychological, Ghosts, Comedy, Superhero, Self-Published, Philosophical, Drama, Fantasy, Slice of Life, Supernatural, Tragedy"
All-Class Awakening: God Slayer,"Action, Long Strip, Fantasy, Full Color"
What I'd Like to Do with That Gloomy Girl,"Romance, Comedy, School Life"
Beater's Cafe Manager Teria Channel!,"Comedy, Adventure, Web Comic, Adaptation, Full Color"
War of the Adults,"Thriller, Psychological, Drama"
DIEZ MIL INTENTOS DE ASESINAR AL LÍDER DE LA SECTA,"Demons, Romance, Comedy, Boys' Love, Martial Arts, Adventure, Wuxia, Drama, Fantasy, Web Comic, Full Color"
"Disgusting Otaku, Become an Idol!","Genderswap, Comedy, 4-Koma, Slice of Life, Supernatural, Music"
Secrets of the Silent Witch,"Romance, Comedy, Adventure, Magic, Drama, School Life, Fantasy, Mystery, Adaptation"
"Nukitashi R: I Live on an Island Straight from a Fap Game, What on Earth Should I do? R","Loli, Action, Romance, Comedy, Sexual Violence, School Life, Adaptation"
Synonym,"Sci-Fi, Romance, Comedy, Full Color"
Are Social Outcasts Even Allowed to Start Over?,"Time Travel, Romance, Comedy, Reverse Harem, Harem, Drama, School Life, Slice of Life"
Mary,"Oneshot, Sci-Fi"
"This Is Screwed up, but I was Reincarnated as a GIRL in Another World!","Reincarnation, Genderswap, Monsters, Comedy, Adventure, Magic, Girls' Love, Isekai, Fantasy, Slice of Life, Cooking, Adaptation"
Meals on the Frontier of Another World,"Monsters, Action, Demons, Adventure, Isekai, Drama, Fantasy, Slice of Life, Cooking, Supernatural, Adaptation"
Sonic and the Blade of Courage,"Sci-Fi, Action, Animals, Adventure, Video Games, Fantasy, Supernatural"
A Story About Making a Wish to the Genie of the Lamp,"Genderswap, Action, Comedy, Magic, Doujinshi, School Life, Fantasy, Web Comic, Slice of Life, Supernatural"
Bloody Sugar Laughs at the Night,"Sci-Fi, Psychological, Comedy, Drama, Horror, Fantasy, Supernatural"
Holy Pilgrimage Ecstasy: Defeat Demons in a Room You Can't Get Out of Unless You Do XXX,"Monsters, Action, Demons, Romance, Comedy, Adventure, Magic, Harem, Fantasy, Monster Girls, Slice of Life"
A Love Letter and a 13-Year-Old Actress,"Romance, Drama, Slice of Life"
Kagaku Chop,"Sci-Fi, Comedy, Gore, School Life, Slice of Life"
P6,"Comedy, Drama, School Life, Slice of Life, Supernatural, Music"
The Eminence in Shadow,"Reincarnation, Action, Demons, Comedy, Martial Arts, Magic, Harem, Isekai, Drama, School Life, Fantasy, Adaptation"
She is Not Enough for You,"Romance, Drama, School Life"
An Archdemon’s (Friend’s) Dilemma: How to Babysit a Crybaby Knight,"Action, Romance, Comedy, Magic, Fantasy, Slice of Life, Supernatural"
The Regressed Villainess Will Find Happiness in Her Second Life,"Time Travel, Romance, Magic, Isekai, Drama, School Life, Fantasy, Villainess, Slice of Life, Adaptation, Tragedy"
D.Diver,"Action, Psychological, Crime, Sexual Violence, Supernatural, Mystery, Tragedy"
"The Most Notorious ""Talker"" Runs the World's Greatest Clan","Monsters, Action, Psychological, Comedy, Survival, Mafia, Adventure, Magic, Military, Gore, Fantasy, Supernatural, Adaptation, Tragedy"
Ultimate Muscle 2: Ultimate Chojin Tag arc,"Time Travel, Monsters, Action, Demons, Animals, Comedy, Survival, Sports, Superhero, Martial Arts, Gore, Drama, Aliens"
Ancient Ruler Dinosaur King,"Action, Animals, Comedy, Adventure, Fantasy, Adaptation"
The Man Who wasn't Expelled: His Second Life Began with a Dogeza,"Reincarnation, Action, Demons, Drama, Fantasy, Adaptation"
Stray Cat & Wolf,"Romance, Comedy"
Dekin no Mogura: The Earthbound Mole,"Animals, Comedy, Supernatural, Mystery"
Snow & Ink,"Romance, Drama, Mystery, Tragedy"
Moonlight Mile,"Sci-Fi, Mecha, Adventure, Military, Drama"
Paradise Hell,"Action, Demons, Comedy, Sexual Violence, Gore, Drama, Horror"
I'm 27 She's 40,"Romance, Comedy, Self-Published, Office Workers, Drama, Slice of Life"
Foreign Country Diary,"Psychological, Romance, Comedy, Drama, Slice of Life"
The Demon Queen Can't Defeat The Hero.,"Demons, Comedy, Adventure, Fantasy, Shota, Slice of Life"
"The Virgin Hero Who Fought in the Dungeon for 20 Years Returned to the Surface Only to Find the Population of the World Has Dropped Drastically, with a Male-to-Female Ratio of 1:1000,","Monsters, Action, Demons, Romance, Comedy, Adventure, Post-Apocalyptic, Magic, Harem, Fantasy, Adaptation"
Reaper Boy,"Action, Psychological, Long Strip, Fantasy, Web Comic, Full Color"
Asteroid in Love,"Comedy, Girls' Love, 4-Koma, School Life, Slice of Life"
The Dark Lord's Confession,"Demons, Long Strip, Magic, Drama, Fantasy, Full Color"
Our Guild's Idol,"Long Strip, Romance, Drama, Fantasy, Full Color"
My Food Looks Very Cute,"Monsters, Long Strip, Girls' Love, Fantasy, Vampires, Monster Girls, Web Comic, Supernatural, Full Color"
Sea-Run End Credits,"Comedy, Drama, School Life, Slice of Life"
Love Appetite,"Romance, Drama, Slice of Life"
Castration: Rebirth,"Reincarnation, Action, Survival, Post-Apocalyptic, Sexual Violence, Isekai, Gore, Drama, School Life, Horror, Supernatural, Tragedy"
Sasaki and Miyano,"Romance, Comedy, Boys' Love, School Life, Slice of Life"
How to Handle My Sassy Big Sis,"Psychological, Romance, Drama, Web Comic, Gyaru"
That Time I Got Reincarnated as a Slime: Trinity in Tempest,"Reincarnation, Monsters, Action, Demons, Comedy, Adventure, Magic, Isekai, Fantasy, Monster Girls, Slice of Life"
MAD,"Thriller, Sci-Fi, Action, Psychological, Survival, Post-Apocalyptic, Gore, Drama, Horror, Aliens"
"Your Meteor, Hidden in Flowers","Romance, Drama, Fantasy, Vampires, Slice of Life"
Maro Maro,Fantasy
Mobile Suit Gundam SEED ECLIPSE,"Sci-Fi, Action, Comedy, Mecha, Drama"
Ashita no Joe,"Sports, Martial Arts, Philosophical, Drama, Delinquents, Slice of Life, Tragedy"
Enigmatica,"Thriller, Historical, Psychological, Military"
I‘ll call you tomorrow.,"Anthology, Philosophical, Drama, School Life, Slice of Life"
Datenshi-chan wa Ganbarenai,"Romance, Comedy, Harem, Slice of Life"
Fog Land,"Monsters, Action, Demons, Long Strip, Crime, Survival, Adventure, Gore, Web Comic, Supernatural, Full Color"
Now That We Draw,"Romance, Comedy, Drama, School Life, Slice of Life, Gyaru"
Unhinged,"Thriller, Psychological, Long Strip, Crime, Gore, Drama, Mystery, Full Color"
The Case Of The Neat And Beautiful Girl At My New School Turning Out To Be My Childhood Friend Who I Used To Play With Thinking She Was A Boy,"Romance, Comedy, School Life, Slice of Life, Adaptation"
Nothing Can Be Understood,"Adventure, Magic, Isekai, Drama, Fantasy, Web Comic, Mystery"
Gushing over Magical Girls,"Action, Demons, Comedy, Superhero, Magical Girls, Sexual Violence, Magic, Girls' Love, Fantasy"
Closing Breaker,"Long Strip, Boys' Love, Drama, Horror, Supernatural, Mystery, Full Color"
Slayers Special,"Action, Comedy, Adventure, Fantasy"
Isekai Cheat Magician,"Action, Romance, Adventure, Isekai, Fantasy, Adaptation"
I’m Gonna Live with You Not Because My Parents Left Me Their Debt But Because I Like You,"Romance, Comedy, School Life, Slice of Life, Adaptation"
Unexciting Date,"Romance, Comedy, Slice of Life"
Hell Mode: The Hardcore Gamer Dominates in Another World with Garbage Balancing,"Monsters, Action, Demons, Animals, Adventure, Video Games, Magic, Isekai, Drama, Fantasy, Adaptation"
Purgatory Dead Roll,"Action, Psychological, Survival, Horror, Supernatural"
"Curiosities, Maidens, & Mysterious Disappearances","Drama, Supernatural, Mystery"
Dominant,"Thriller, Romance, Drama, School Life, Slice of Life, Mystery, Music"
The Simple-Looking Sword Saint Is Nevertheless the Strongest,"Reincarnation, Action, Comedy, Adventure, Magic, Isekai, Fantasy, Adaptation"
The Regressed Mercenary Has a Plan,"Time Travel, Monsters, Action, Long Strip, Drama, Fantasy, Web Comic, Adaptation, Full Color"
Worst Side Story: Mr. Zetton,"Action, Comedy, Mafia, School Life, Delinquents"
Techno Panic Universe,"Sci-Fi, Comedy, Girls' Love, School Life, Aliens"
The Unnamed Sea,"Historical, Long Strip, Romance, Boys' Love, Drama, Fantasy, Supernatural, Full Color"
Two People Breathing,"Oneshot, Monsters, Psychological, Philosophical, Drama, Mystery"
Sight of 133 Centimeters Tall,"Romance, Office Workers, Drama, Slice of Life"
White Beard and Boyne,"Oneshot, Psychological, Comedy, Magic, Drama, Slice of Life, Supernatural, Mystery, Tragedy"
Special Civil Servant,"Action, Long Strip, Drama, Fantasy, Web Comic, Full Color"
What Makes Purple?,"Long Strip, Romance, Comedy, Self-Published, Web Comic, Slice of Life"
A Youth Of Radio Waves,"Thriller, Psychological, Romance"
Hitomi-chan is Shy with Strangers,"Romance, Comedy, School Life, Slice of Life"
I've Got My Balls Takennnnn~~!,"Genderswap, Action, Comedy, Mafia, School Life, Fantasy, Adaptation"
The Former Hero is the Metropolis' Strongest Handyman - Solving All Kinds of Trouble Together with the Former Saint turned Bunny Girl -,"Action, Comedy, Adventure, Magic, Fantasy, Supernatural, Adaptation"
Yuri Is My Job!,"Psychological, Comedy, Sexual Violence, Girls' Love, Drama, School Life, Slice of Life"
The Color of the End: Mission in the Apocalypse,"Sci-Fi, Adventure, Post-Apocalyptic, Mystery, Tragedy"
Yachiru-san Grows When Praised,"Romance, Comedy, Monster Girls, Slice of Life, Supernatural"
The Invincible Summoner Who Crawled up From Level 1,"Reincarnation, Loli, Monsters, Action, Survival, Adventure, Video Games, Magic, Harem, Isekai, Gore, Drama, Fantasy, Monster Girls, Adaptation"
If Only  I Could Be You,"Girls' Love, Drama, School Life, Supernatural, Music"
Playing the Demon Lord in Another World,"Demons, Comedy, Girls' Love, Isekai, 4-Koma, Fantasy, Slice of Life"
Taika's Reason,"Thriller, Psychological, Animals, Crime, Philosophical, Gore, Drama"
The Irregular at Magic High: Upheaval Prologue Arc,"Sci-Fi, Action, Romance, Comedy, Magic, School Life, Fantasy, Adaptation"
"Don't Touch, Kotesashi-kun","Romance, Comedy, Sports, Harem, Medical, School Life, Slice of Life"
The Story of the Fox Who Was Late Getting Married and Came to be My Bride,"Animals, Romance, Comedy, 4-Koma, Monster Girls, Slice of Life"
Lying Twilight,"Romance, Comedy, Crossdressing"
The Archmage Doesn't Want to Be a Hero,"Long Strip, Romance, Boys' Love, Fantasy, Full Color"
History's Strongest Disciple Kenichi 2: Masters Arc,"Action, Romance, Ninja, Comedy, Martial Arts, Adventure, Drama"
Wonderful Precure!,"Animals, Comedy, Magical Girls, School Life, Fantasy, Slice of Life, Adaptation"
Reincarnated as a Neglected Noble: Raising My Baby Brother With Memories From My Past Life,"Reincarnation, Comedy, Magic, Isekai, Drama, Fantasy, Cooking, Adaptation"
Uzaki-chan Wants to Hang Out!,"Romance, Comedy, School Life, Slice of Life"
Jobless Gye Baek-sun,"Long Strip, Comedy, Drama, Web Comic, Slice of Life, Full Color"
Oda and Akechi,"Reincarnation, Genderswap, Romance, Comedy, School Life, Delinquents, Slice of Life"
The Strongest Sword Saint is Reincarnated as a Beautiful Maid and Becomes Unrivaled with a Broom,"Reincarnation, Genderswap, Action, Adventure, Fantasy, Adaptation"
For My Derelict Favorite,"Reincarnation, Long Strip, Romance, Magic, Isekai, Drama, Fantasy, Web Comic, Adaptation, Full Color"
Jankdroid Hama-san!,"Sci-Fi, Comedy, Slice of Life"
"Mofumofu to Iku, Harapeko Ryourinin no Zeppin Gourmet Life","Action, Adventure, Fantasy, Adaptation"
The Forsaken Saintess and Her Foodie Roadtrip in Another World,"Romance, Comedy, Adventure, Video Games, Magic, Isekai, Fantasy, Cooking, Adaptation"
Apocalypse Bringer Mynoghra: World Conquest Starts with the Civilization of Ruin,"Reincarnation, Monsters, Demons, Comedy, Adventure, Video Games, Magic, Isekai, Gore, Fantasy, Adaptation"
Witches Bloom Under the Full Moon,"Romance, Comedy, Magic, School Life, Fantasy, Supernatural"
Hoshino Hibana is Being Pampered,Comedy
You can't Be in a Rom-Com with Your Childhood Friends!,"Romance, Comedy, Harem, School Life, Slice of Life"
Let's Hang Out When the Black Plague is Over!: A Slow Life of Modern Civilization in the World of Middle Age Europe,"Time Travel, Comedy, Girls' Love, Isekai, Slice of Life"
My Internet Friends,"Sci-Fi, Monsters, Comedy, Self-Published, Virtual Reality, Horror"
The Name of Emotion,"Oneshot, Long Strip, Romance, Incest, Girls' Love, Web Comic, Full Color"
Speedrunner Cannot Return from the Game World,"Reincarnation, Genderswap, Monsters, Action, Demons, Comedy, Adventure, Video Games, Crossdressing, Magic, Isekai, Fantasy, Vampires, Monster Girls"
Marchen Girl Runs!!!,"Thriller, Isekai, Drama, Fantasy, Mystery"
You Are My Unkind Spring,"Romance, Comedy, Drama, School Life"
A Four-Story Apartment,"Romance, Boys' Love"
The Mercenary Group's Beloved Child: The Orphan on the Brink of Death Is Raised by the Mightiest Masters,"Action, Adventure, Magic, Fantasy, Adaptation"
The Wi-Fi Love Story,"Long Strip, Romance, Comedy, Self-Published, Doujinshi, Drama, School Life, Web Comic, Slice of Life, Full Color"
The World that Becomes Wet at My Touch,"Romance, Comedy, Harem, Isekai, Fantasy"
"The Female ""Hitokiri"" Becomes the Bodyguard of the Duke's Daughter","Action, Samurai, Girls' Love, Fantasy, Adaptation"
Arifureta: From Commonplace to World's Strongest,"Action, Romance, Comedy, Adventure, Magic, Harem, Isekai, Drama, Fantasy, Adaptation"
"I Reincarnated as a Doomed Villainous Noble: I Don’t Want to Die, So I’ll Master Dark Magic and Save the Heroines!","Reincarnation, Action, Harem, Fantasy"
Koki and Haru,"Boys' Love, School Life, Web Comic, Slice of Life"
What Happens If You Saved a High School Girl Who Was About to Jump Off?,"Romance, Comedy, Drama, School Life, Slice of Life, Adaptation"
If She Hadn't Gone To Tracen Academy - Case Tokai Teio,"Romance, Doujinshi, School Life, Slice of Life"
Shigure-san Wants to Shine,"Romance, Comedy, School Life"
Quality Assurance in Another World,"Sci-Fi, Comedy, Survival, Adventure, Virtual Reality, Isekai, Drama, Fantasy, Tragedy"
The Classmate Who is Adored by Everyone Smiles Teasingly Only at Me,"Romance, School Life, Cooking, Adaptation"
Stupid Woman 26:00,"Crime, Girls' Love, Drama, Mystery"
Atelier Escha & Logy: Alchemists of the Dusk Sky,"Adventure, Fantasy, Adaptation"
And Lie with Heroes.,"Sci-Fi, Action, Romance, Drama, Monster Girls, Supernatural, Mystery"
Lilia’s Pregnancy Spells the World’s End,"Demons, Romance, Comedy, Isekai, Fantasy, Monster Girls"
The Orphanage's Tamer,"Reincarnation, Monsters, Action, Comedy, Adventure, Magic, Isekai, Adaptation"
Dragon Fist,"Action, Romance, Crime, Sports, Mafia, Drama"
The Tale of Geumbok,"Historical, Animals, Long Strip, Drama, Fantasy, Web Comic, Slice of Life, Supernatural, Full Color"
Feeble Feeble–sensei,"Romance, Comedy, School Life, Slice of Life"
KUNG FU KUNG FOOL,"Action, Comedy, Martial Arts, Adventure, Web Comic"
"Thank You, Isekai!","Reincarnation, Genderswap, Monsters, Action, Comedy, Adventure, Magic, Isekai, Drama, Fantasy"
"Mechanical Girl, Total Annihilation","Monsters, Action, Psychological, Adventure, Sexual Violence, Gore, Drama, Fantasy, Adaptation"
Let Down,"Thriller, Monsters, Action, Psychological, Crime, Self-Published, Post-Apocalyptic, Military, Philosophical, Gore, Horror, Slice of Life, Tragedy"
The Azure Balkanalia,"Historical, Romance, Drama, Fantasy, Slice of Life"
Kouhai-chan Who Wants to Tease,"Romance, Comedy, 4-Koma, Web Comic, Full Color"
Indozou's Manga Diary,"Comedy, Web Comic, Slice of Life"
