Manga Title,Tag Name
Can Even a Mob High Schooler Like Me Be a Normie If I Become an Adventurer?,"Loli, Monsters, Action, Demons, Comedy, Survival, Zombies, Adventure, Magic, Harem, Fantasy, Vampires, Monster Girls, Supernatural, Adaptation, Gyaru"
One Room of Happiness Spin-off - The Corrupt Detective,"Drama, Mystery, Tragedy"
Hardcore Super-Strong Yuri Samurai,"Oneshot, Samurai, Girls' Love, Web Comic"
Tawawa on Monday (Twitter Webcomic),"Romance, Office Workers, Doujinshi, School Life, Web Comic, Slice of Life"
1HP Club,"Long Strip, Comedy, Adventure, Magic, Fantasy, Web Comic, Slice of Life, Full Color"
Dragon Ball Kakumei (Doujinshi),"Action, Comedy, Martial Arts, Adventure, Doujinshi, Gore, Drama, Fantasy, Aliens"
Yona of the Dawn,"Romance, Adventure, Military, Drama, Fantasy"
"Dye Blue, Even If You Die.","Thriller, Action, Psychological, Sports, Drama, Slice of Life"
Another World Cheat Pioneer,"Reincarnation, Sci-Fi, Action, Comedy, Incest, Survival, Adventure, Magic, Harem, Isekai, Fantasy, Adaptation"
Rebirth,"Action, Martial Arts, Drama, Fantasy, Supernatural"
Touhou Sangetsusei: Oriental Sacred Place,"Comedy, Video Games, Fantasy, Slice of Life, Supernatural"
The Novice Necromancer Who Resurrected the Demon King,"Action, Adventure, Fantasy, Adaptation"
Vitro Anima,"Monsters, Animals, Fantasy, Slice of Life, Mystery"
"Circle「Yurika」 Yuri Anthology 4 ー ""You are my Immoral"" and ""Glow-Up!!""","Anthology, Girls' Love, Doujinshi, Drama"
The Cat Is Nipping Catnips,"Action, Animals, Long Strip, Boys' Love, Full Color"
The Executioner and Her Way of Life,"Adventure, Magic, Girls' Love, Isekai, Drama, Fantasy, Adaptation"
Angel/Dust,"Girls' Love, Fantasy"
The Window of Orpheus,"Thriller, Historical, Psychological, Romance, Military, Philosophical, Drama, School Life, Slice of Life, Music, Tragedy"
Konosuba: God's Blessing on This Wonderful World! - Yuno's Kazumin Valentine's (2020),"Oneshot, Romance, Isekai, Doujinshi, Fantasy"
Story of Someone We Know,"Long Strip, Romance, Comedy, Web Comic, Slice of Life, Full Color"
The Living Corpse,"Monsters, Psychological, Zombies, Philosophical, Drama, Horror, Tragedy"
"Easy Life on a Deserted Island in Another World: I Chose Crafting Ability During Class Transfer, So It Seems I'm the Only One Who Can Live a Slow Life with Beautiful Girls","Romance, Comedy, Adventure, Harem, Isekai, Fantasy, Slice of Life, Adaptation"
A Playboy Is Now a Gal!,"Comedy, Boys' Love, Crossdressing, Web Comic, Full Color"
"I Logged Out of the Real Other World, Not a VRMMO: My Status is Still Broken When I Return to Reality","Monsters, Action, Romance, Comedy, Adventure, Virtual Reality, Video Games, School Life, Fantasy, Adaptation"
One Night Profound Marriage,"Long Strip, Romance, Drama, Web Comic, Full Color"
Slave Teacher,"Thriller, Romance, Drama, School Life"
Dream Drops and Star Flowers,"Romance, School Life, Supernatural, Adaptation"
"A Crowded Train, with Him and Me","Oneshot, Romance, Comedy, School Life, Slice of Life"
Sorakara Martini,"4-Koma, School Life, Slice of Life"
Caged Fire,"Long Strip, Romance, Boys' Love, Drama, Web Comic"
B-Type H-Group,"Romance, Comedy, 4-Koma, School Life, Slice of Life"
The Secret Circumstances of an Idiot Couple.,"Romance, Comedy, Crossdressing, Web Comic"
Yamada-kun and the Seven Witches,"Genderswap, Romance, Comedy, Harem, Drama, School Life, Slice of Life, Supernatural, Mystery"
"I'm an Unfashionable Lady, but When I Helped a Villainous Young Lord He Ended up Liking Me","Romance, Comedy, Magic, Fantasy, Villainess, Adaptation"
Crow in the Starry Sky,"Traditional Games, Romance, Drama, School Life"
Deddo Kanpanī,"Psychological, Adventure, Drama, Horror, Mystery, Tragedy"
Strike Witches: Noble Witches,"Sci-Fi, Action, Magical Girls, Adventure"
Daily Life of a Certain Married Couple,"Romance, Comedy, 4-Koma, Slice of Life"
My Mom's a Superstar,"Long Strip, Romance, Comedy, Girls' Love, Web Comic, Slice of Life, Full Color"
Spica of Sin and Punishment,"Thriller, Psychological, Crime, Sexual Violence, Gore, Drama, School Life, Supernatural, Mystery"
wide open,"Romance, Boys' Love, Sports, Gore, Drama, Full Color"
It's So Sweet When I Marry My Organization's Nemesis,"Romance, Comedy, Office Workers, Supernatural, Adaptation"
The Masks,"Sci-Fi, Time Travel, Action, Psychological, Ninja, Comedy, Crime, Samurai, Mafia, Adventure, Self-Published, Military, Gore, Fantasy, Aliens, Supernatural, Mystery, Tragedy"
Ninja Papa,"Thriller, Action, Psychological, Ninja, Crime, Survival, Martial Arts, Adventure, Office Workers, Sexual Violence, Gore, Drama, Mystery"
Before the Spilled Milk Dries.,"Psychological, Crime, Girls' Love, Doujinshi, Drama"
Immature Succubus,"Oneshot, Demons, Romance, School Life, Supernatural"
Dead Man's Questions,"Thriller, Psychological, Ghosts, Anthology, Crime, Office Workers, Drama, Horror, Fantasy, Delinquents, Police, Supernatural, Mystery, Tragedy"
Blue Creek Town,"Historical, Long Strip, Comedy, Adventure, Fantasy, Web Comic, Slice of Life, Full Color"
When the Rain Stops and the Stars Begin to Fall,"Oneshot, Romance, Self-Published, Girls' Love, Doujinshi, School Life"
SS Special Stage,"Action, Sports"
Romantic - Soichiro Yamamoto (Secret) Short Stories,"Romance, Comedy, Anthology, School Life, Supernatural"
Exciting Tonight,"Psychological, Animals, Romance, Comedy, Drama, School Life, Fantasy, Vampires, Slice of Life, Supernatural"
Genocider,"Action, Romance, Crime, Sexual Violence, Drama, Tragedy"
I ended up doing ●●● while wearing my niece's outfit,"Oneshot, Romance, Incest, Girls' Love, Doujinshi"
I Am Going to Be a Bastard,"Action, Long Strip, Comedy, Boys' Love, Fantasy, Mystery, Full Color"
"The Princess Who Returns from Death, Wants to End the Repeating World","Romance, Drama, Fantasy, Slice of Life, Adaptation"
Maid in Japan,"Romance, Comedy, Crossdressing, Harem, School Life"
Pepperoni Vampire,"Comedy, Crossdressing, Drama, Slice of Life"
Liar,"Oneshot, Drama, School Life, Web Comic"
[AERODOG (inu)] The Sauna Way of the Continuing Family (Girls & Panzer),"Oneshot, Comedy, Military, Doujinshi"
Not my blood,"Long Strip, Romance, Boys' Love, Drama, Vampires, Supernatural, Full Color"
My Fake Boyfriend Loves Me!?,"Romance, Comedy, Medical, Slice of Life"
S.I.D.,"Action, Long Strip, Comedy, Drama, Horror, Web Comic, Supernatural, Mystery, Full Color, Tragedy"
Fashionable Menhera and Menhera,"Comedy, 4-Koma, Web Comic"
Wind Warrior Dan,"Thriller, Action, Psychological, Romance, Ninja, Comedy, Crime, Survival, Martial Arts, Mafia, Adventure, Philosophical, Gore, Drama, Police, Slice of Life, Tragedy"
The Do-Over Damsel Conquers the Dragon Emperor,"Time Travel, Romance, Comedy, Magic, Drama, Fantasy, Adaptation"
There Are No Bad Military Dogs,"Long Strip, Romance, Zombies, Military, Drama, Adaptation, Full Color"
The Return-by-Death Young Lady's Temporary Marriage,"Romance, Fantasy, Adaptation"
Phantom in the Twilight,"Action, Ghosts, Long Strip, Romance, Comedy, Magic, Drama, Horror, Fantasy, Vampires, Web Comic, Supernatural, Mystery, Full Color"
Pluto,"Thriller, Award Winning, Sci-Fi, Action, Psychological, Superhero, Philosophical, Gore, Police, Mystery"
Love and Dreams Don't Mix,"Romance, Comedy, Girls' Love, School Life"
The Princess (♂) and the Guard Dog (♀),"Romance, Comedy, Crossdressing, School Life, Web Comic"
"The ""Perfect"" Student Council President Was Throwing Up in The Classroom","Romance, School Life, Web Comic, Slice of Life"
Aishisugiru Niizuma,"Romance, Comedy, Slice of Life"
"Welcome to Japan, Ms. Elf!","Romance, Comedy, Adventure, Magic, Isekai, Fantasy, Slice of Life, Adaptation"
The Cherry Project,"Romance, Sports, Drama"
"Hello, Innocent","Romance, Drama, School Life, Slice of Life"
Hellsing,"Historical, Action, Sexual Violence, Magic, Military, Gore, Horror, Vampires, Supernatural"
GudaGuda Ace,"Historical, Comedy, Samurai"
The Reprise of the Spear Hero,"Reincarnation, Time Travel, Monsters, Action, Animals, Romance, Comedy, Survival, Adventure, Magic, Isekai, Gore, Drama, Fantasy, Monster Girls, Adaptation"
I Like Him Starting From His Father,"Genderswap, Romance, Comedy, Web Comic, Slice of Life"
"The Evasion Skill Turns into a “Wall Clip Bug” Under Specific Conditions! When I Clipped Through the Dungeon Wall, I Was Able to Collect an Infinite Amount of First-Time Clear Rewards and So My Stats Skyrocketed!","Monsters, Action, Demons, Adventure, Magic, Drama, Fantasy, Monster Girls, Adaptation"
YuYu Hakusho - Digital Colored Comics,"Award Winning, Official Colored, Action, Demons, Comedy, Martial Arts, Adventure, Gore, Drama, Delinquents, Supernatural"
Neo Cat,"Animals, Comedy, Anthology, Fantasy, Slice of Life"
After School Invaders,"Sci-Fi, Adventure, Drama, Horror"
Factory Nightscape,"Romance, Sexual Violence, Drama, Slice of Life"
Who Threatened Me With a Knife?,"Reincarnation, Action, Long Strip, Comedy, Martial Arts, Adventure, Isekai, Fantasy, Web Comic, Full Color"
unTouchable,"Long Strip, Romance, Comedy, Drama, Vampires, Slice of Life, Supernatural, Full Color"
イケ田くん,"Comedy, School Life, Slice of Life"
Salty Studio,"Long Strip, Romance, Comedy, Drama, School Life, Web Comic, Slice of Life, Full Color"
Otaku Girl and High School Boy,"Romance, Comedy, Slice of Life"
Superball Girls,"Sci-Fi, Genderswap, Action, Comedy, Superhero, Sexual Violence, Girls' Love, Harem, Gore, Horror, Supernatural"
Becoming the Queen at the Age of Six,"Action, Long Strip, Romance, Isekai, Full Color"
"If You're Obsessed, You're Doomed","Reincarnation, Long Strip, Romance, Reverse Harem, Isekai, Drama, Fantasy, Adaptation, Full Color"
STRAIGHT,"Thriller, Sports, Drama, School Life, Slice of Life"
イナズマイレブンGO,"Sports, School Life, Adaptation"
Spy × Family - Digital Colored Comics,"Award Winning, Official Colored, Action, Comedy, Adventure"
Supervillain Boy,"Thriller, Action, Superhero"
Surviving the Apocalypse,"Monsters, Action, Long Strip, Martial Arts, Post-Apocalyptic, Drama, Fantasy, Web Comic, Full Color"
Spring Thunder on Tender Skin,"Historical, Romance, Ninja, Comedy, Fantasy, Slice of Life"
Crimson Aerehon,"Action, Romance, Adventure, Fantasy"
Maiden of the Sacred Shrine,"Oneshot, Action, Romance, Supernatural"
Hatch Potch Panch,"Action, Psychological, Sports, Martial Arts, Sexual Violence"
Scum's Wish,"Romance, Comedy, Drama, School Life, Slice of Life"
Get Married So I Can Curse Your Firstborn and Finally Be Free!,"Animals, Romance, Comedy, School Life, Slice of Life, Supernatural"
Send My Regards to Kenshiro,"Thriller, Romance, Comedy, Crime, Martial Arts, Mafia, Office Workers, Post-Apocalyptic, Drama, Medical, Slice of Life, Tragedy"
Mushishi Short Story - The Shadow That Soars Over The Land,"Oneshot, Historical, Drama, Fantasy, Slice of Life, Supernatural"
I Heard That Both of Our Empress Dowagers Have Something Together?!,"Time Travel, Historical, Long Strip, Romance, Girls' Love, Drama, Fantasy, Web Comic, Full Color"
Ibara-Chan Can't Rebel!,"Romance, Comedy, Incest, Slice of Life"
Precarious Woman Executive Miss Black General,"Sci-Fi, Monsters, Action, Romance, Comedy, Superhero, Martial Arts, Military, Monster Girls, Slice of Life"
Office Lademonking! ~The Body-Swapped Lives Of A Corporate Slave OL & Another World's Strongest Demon King~,"Reincarnation, Genderswap, Monsters, Demons, Comedy, Office Workers, Isekai, Fantasy, Supernatural"
Agent Jupiter,"Thriller, Action, Crime, Drama, Police, Supernatural, Mystery"
The Summer I Photographed You,"Oneshot, Romance, Drama, School Life"
One Piece - Digital Colored Comics,"Award Winning, Sci-Fi, Official Colored, Action, Comedy, Adventure, Gore, Fantasy"
Nui's Wedding Day,"Romance, Comedy, Drama, Slice of Life"
"On the Tenth Year, the Transferee Who Gave up Returning Finally Becomes the Protagonist","Monsters, Action, Adventure, Magic, Harem, Isekai, Fantasy, Adaptation"
The Story of How My Wife's Mood Changes the Weather,"Historical, Romance, Comedy, Slice of Life, Supernatural"
Inazuma Eleven Ares,"Sports, School Life, Adaptation"
The World's Strongest Rearguard: Labyrinth Country's Novice Seeker,"Action, Comedy, Adventure, Harem, Isekai, Fantasy, Adaptation"
Yamada's Class Diary,"Romance, Comedy, School Life, Slice of Life"
Change (JinYuan) Ss2,"Genderswap, Action, Long Strip, Romance, Comedy, Martial Arts, Drama, School Life, Fantasy, Web Comic, Slice of Life, Full Color"
"Bungo Stray Dogs: Dazai, Chuuya, Age Fifteen","Action, Crime, Mafia, Drama, Supernatural, Mystery, Adaptation"
Gear's Maiden,"Oneshot, Monsters, Demons, Adventure, Doujinshi, Fantasy, Monster Girls, Mystery"
Clueless Class President,"Oneshot, Comedy, School Life, Web Comic"
The Death Life of Mina the Shinigami.,"Oneshot, Romance, Comedy, School Life, Fantasy"
Mushroom Witch,"Romance, Magic, Drama, Medical, Fantasy, Supernatural"
Illusion Hunter from Another World,"Reincarnation, Sci-Fi, Action, Long Strip, Comedy, Gore, Fantasy, Aliens, Full Color"
The Immense Wonders of One Day,"Sci-Fi, Time Travel, Office Workers, Fantasy, Slice of Life"
"Sword, Magic, and My Lover","Oneshot, Romance, Comedy, Girls' Love, Isekai, Doujinshi, Slice of Life"
Happy Storm Birthday!,"Oneshot, Romance, Comedy, Girls' Love, Doujinshi, Slice of Life"
Story of Wien Margarete - Kimi no Iro,"Oneshot, Slice of Life, Music"
Run Like a Dog,"Sci-Fi, Monsters, Animals, Long Strip, Full Color, Tragedy"
Yugioh,"Action, Adventure, Drama, School Life, Supernatural"
Story of Wakana Shiki - Dress you up!?,"Oneshot, Slice of Life, Music"
Until my mask comes off,"Romance, Comedy, Office Workers, Slice of Life"
Sugao no Pajama Party,"Oneshot, Slice of Life, Music"
Story of Yoneme Mei - Kitty Chaser!,"Oneshot, Slice of Life, Music"
Story of Sakurakoji Kinako -  Ari no Mama no Best Shot,"Oneshot, Slice of Life, Music"
Dodonpa!,"Official Colored, Comedy, Slice of Life, Cooking"
Scavengers: Another Sky,"Sci-Fi, Action, Military"
Hakoiri Create,"Comedy, Office Workers, 4-Koma"
Kamieshi no Oshigoto,"Comedy, 4-Koma, Fantasy, Supernatural"
When We Lived Together,"Psychological, Romance, Crime, Philosophical, Drama, Slice of Life, Tragedy"
Fight Like a Girl,"Action, Long Strip, Comedy, Martial Arts, School Life, Web Comic, Full Color"
A Girl Whose Dark Circles in Her Eyes Disappear as the Story Progresses,"Romance, School Life, Web Comic, Slice of Life"
Bowsette Saga,"Genderswap, Action, Adventure, Video Games, Doujinshi, Fantasy, Villainess, Monster Girls"
The Binding Shrine Maiden of the Land of Ne,"Sci-Fi, Monsters, Adventure, Post-Apocalyptic, Slice of Life, Aliens"
[Master and Servant GL Anthology] Novel-Addicting Knight-nim!,"Long Strip, Sexual Violence, Girls' Love, Fantasy, Full Color"
I Won't Pick up the Trash I Threw Away,"Long Strip, Romance, Drama, Fantasy, Adaptation, Full Color"
Love Oriented Student Council,"Romance, Comedy, Harem, School Life, Slice of Life"
Catbos Reverse,"Time Travel, Action, Adventure, Post-Apocalyptic, Supernatural, Tragedy"
RATS,"Thriller, Sci-Fi, Action, Psychological, Self-Published, Gore, Drama, School Life, Horror, Delinquents, Web Comic, Slice of Life, Full Color"
A Helpful High School Girl Who Looks Like a Landmine-Type,"Oneshot, Web Comic, Slice of Life, Adaptation"
Turns Out My Dick was a Cute Girl,"Comedy, Slice of Life, Supernatural, Mystery"
Story of Hazuki Ren - My Humble Report,"Oneshot, Slice of Life, Music"
Story of Heanna Sumire - Jiai no Zenin Zenka,"Oneshot, Slice of Life, Music"
Story of Arashi Chisato - Liella Circle Plan,"Oneshot, Slice of Life, Music"
Necromancer Academy's Genius Summoner,"Action, Long Strip, Romance, Adventure, Magic, School Life, Fantasy, Adaptation, Full Color"
Takidani High Manga Club,"Oneshot, Romance, Comedy, School Life"
B ONE,"Comedy, Fantasy, Supernatural"
"Unrivaled Isekai Gourmet: Rising to the Top: Banished to the Mountains While Living a Relaxed Camping Life,  I Became the Strongest.  Now the Powerful Won’t Leave Me Alone as Their Downfall Begins","Harem, Isekai, Fantasy, Cooking"
Life or Death Dummy Romance,"Romance, Comedy, Boys' Love"
My Animal-Eared Maid Is at Home,"Romance, Doujinshi, Fantasy, Monster Girls, Web Comic, Slice of Life, Supernatural"
JoJo's Bizarre Adventure Part 6 - Jolyne Cujoh: Stone Ocean,"Award Winning, Action, Demons, Comedy, Crime, Martial Arts, Adventure, Gore, Drama, Police, Supernatural"
JoJo's Bizarre Adventure Part 5 - Giorno Giovanna: Golden Heritage,"Action, Comedy, Crime, Zombies, Martial Arts, Mafia, Adventure, Gore, Drama, Fantasy, Police, Supernatural"
Mitakihara Youchien Mahou-gumi,"Comedy, Magical Girls, School Life, Slice of Life, Supernatural"
A Story About High School Boys Who Woke Up as Girls One Morning,"Genderswap, Comedy, Crossdressing, Web Comic, Supernatural"
We Shall Now Begin Ethics.,"Psychological, Sexual Violence, Philosophical, Drama, School Life, Slice of Life"
Happy Meals with Aikagi-kun,"Romance, Comedy, Slice of Life, Cooking"
Feverish Atmosphere,"Romance, Comedy, Incest, Slice of Life"
Run to Heaven,"Sci-Fi, Action, Sports, Military, Drama"
Mermaid Meunière,"Anthology, Drama, Supernatural, Mystery"
My Adopted Daughter is an Eldritch Horror?!,"Monsters, Action, Comedy, Self-Published, Fantasy, Monster Girls, Web Comic, Slice of Life, Tragedy"
Video Girl Ai,"Romance, Comedy, Drama, School Life"
Goodnight Moon,"Oneshot, Romance, Sexual Violence, Drama, School Life, Vampires, Supernatural"
Pretty Yet Empty Words,"Monsters, Action, Animals, Long Strip, Romance, Wuxia, Fantasy, Supernatural, Full Color"
Teenie-Weenie Demon Lord,"Oneshot, Demons, Comedy, Monster Girls"
Shikigami,"Oneshot, Action, Supernatural"
Sakura's Garden,Oneshot
Bocchi the Rock! - Ominous Star ~Kita Ikuyo's Affair~ (Doujinshi),"Oneshot, Girls' Love, Doujinshi"
Whisper,"Adventure, Self-Published, Magic, Military, Fantasy"
Mary-san and the Kind Onii-san...,"Oneshot, Comedy, Web Comic"
Initial D,"Action, Sports, Drama, Slice of Life"
Reincarnated Uncle Wants to Live a Quiet Life in Another World.,"Reincarnation, Romance, Adventure, Magic, Isekai, Fantasy, Slice of Life"
A Succubus Just Want to Fall in Love,"Demons, Romance, Comedy, Magic, School Life, Slice of Life"
Black Mirror,"Thriller, Psychological, Long Strip, Boys' Love, Horror, Web Comic, Full Color"
The Many Sides of Voice Actor Radio,"Award Winning, Comedy, Girls' Love, School Life, Slice of Life, Adaptation, Gyaru"
The Stanning Onmyoji,"Oneshot, Sci-Fi, Action, Fantasy"
Shimimaru's Diary,"Oneshot, Comedy, Self-Published, Doujinshi, Drama, Medical, Slice of Life"
(名探偵コナン) 警察学校篇,"Crime, Adventure, Police, Adaptation"
Nishikata-chan,"Comedy, Web Comic, Slice of Life"
Atagoal Goronao News,"Animals, Fantasy, Slice of Life, Supernatural"
Let's Meet Offline (Sword Art Online - Alternative Gun Gale Online),"Oneshot, Girls' Love, Doujinshi"
Masamune-kun's Revenge Anthology Comic,"Romance, Comedy, Anthology, Harem, School Life"
Tawawa on Monday (Blue) (Fan Colored),"Romance, Comedy, Fan Colored, Office Workers, School Life, Slice of Life, Adaptation"
Cosmic Princess Kaguya!,"Sci-Fi, Action, Comedy, Girls' Love, Fantasy, Aliens, Adaptation, Music"
How to Get My Husband on My Side,"Reincarnation, Psychological, Long Strip, Romance, Magic, Isekai, Drama, Fantasy, Villainess, Adaptation, Full Color"
Azur Lane the Animation: Vacation on the Blue Line,"Comedy, Adventure, Video Games, Military, Adaptation"
The Law of Ueki,"Action, Comedy, Adventure, School Life, Supernatural"
UMA,"Oneshot, Sci-Fi, Comedy"
The Cruelest and Most Beautiful Grimm's Fairy Tales in the World,"Monsters, Demons, Romance, Anthology, Magic, Horror, Fantasy, Supernatural, Adaptation, Tragedy"
ガールズ&パンツァー 劇場版Variante,"Action, Comedy, School Life"
Shamrock and Gold,"Historical, Comedy, Survival, Adventure, Drama, Slice of Life, Tragedy"
Kyouai teki Unmei ron,"Oneshot, Thriller, Reincarnation, Psychological, Romance, Drama, Supernatural, Mystery"
Wild West Murim,"Reincarnation, Action, Long Strip, Martial Arts, Adventure, Isekai, Web Comic, Full Color"
"The Villainess Who Traveled Back in Time Inexplicably Lost Her Magic, so She Went Into Seclusion","Reincarnation, Time Travel, Romance, Comedy, Magic, Isekai, School Life, Fantasy, Villainess, Supernatural, Adaptation"
"As You Wish, Sister","Demons, Romance, Comedy, Magic, School Life, Fantasy, Slice of Life"
Vita Sexualis,"Historical, Psychological, Philosophical, Gore, Slice of Life, Adaptation"
Schaferhund,"Action, Romance, Sexual Violence, Harem, Military, Gore, Drama"
The Sky is Mine - The Detective Saga,"Thriller, Action, Psychological, Romance, Comedy, Crime, Survival, Sports, Mafia, Adventure, Office Workers, Sexual Violence, Gore, Drama, Delinquents, Police, Slice of Life, Mystery, Tragedy"
Haishin Under My Control,"Romance, Drama, Slice of Life"
Kujou's Deadly Sins,"Mafia, Drama, Delinquents"
Honey VS,"Oneshot, Action, Mecha, Adventure, Supernatural"
"It's Been Found Out, Yuki-san","Romance, School Life, Web Comic, Slice of Life"
Toilet-Bound Hanako-kun,"Time Travel, Ghosts, Romance, Comedy, Adventure, School Life, Supernatural"
The Raven Does Not Choose Its Master,"Award Winning, Historical, Action, Drama, Fantasy, Mystery, Adaptation"
Inazuma Eleven: Baku Gaidenshuu,"Action, Comedy, Sports, Video Games, Fantasy, Adaptation"
I Left my A-Rank Party to Help My Former Students Reach the Dungeon Depths!,"Monsters, Action, Demons, Psychological, Romance, Comedy, Adventure, Sexual Violence, Magic, Harem, Gore, Fantasy, Adaptation"
Lily of the Valley Under the Moonlight,"Oneshot, Animals, Fantasy, Slice of Life"
Kimi shika inakute iranai,"Oneshot, Romance, Drama, Mystery, Tragedy"
Kawasemi's Fishing and Cooking,"Animals, Comedy, Sports, Girls' Love, School Life, Slice of Life, Cooking"
―超青春姉弟s―,"Comedy, Slice of Life"
A Boy Awakens to Something After Receiving an Inflatable Magical Girl from His Older Sister,"Magical Girls, Crossdressing, Web Comic, Full Color"
Fern and Stark's Valentine's,"Oneshot, Romance, Comedy, Doujinshi, Web Comic"
Beasts of the Underworld,"Thriller, Animals, Gore, Drama, Horror, Supernatural, Tragedy"
My Dragonfolk Neighbor,"Monsters, Comedy, School Life, Monster Girls, Slice of Life, Supernatural"
Do It This Way If You Wear the Clothes,"Comedy, Slice of Life"
Here Stands Gokumon Nadeshiko,"Monsters, Action, Demons, Girls' Love, Gore, Drama, Supernatural, Mystery, Adaptation, Tragedy"
The Irregular at Magic High School: The Dark Flashes in the Night's Veil,"Sci-Fi, Action, Mystery, Adaptation"
Slumbering Forest Rega,"Monsters, Action, Demons, Animals, Adventure, Gore, Drama, Fantasy, Monster Girls"
Live Dungeon!,"Action, Adventure, Video Games, Isekai, Fantasy, Adaptation"
3 Sets Of Childhood Friends,"Romance, School Life, Web Comic, Slice of Life, Full Color"
Cutie Honey '70,"Thriller, Sci-Fi, Monsters, Action, Demons, Animals, Comedy, Crime, Superhero, Martial Arts, Magical Girls, Mafia, Adventure, Sexual Violence, Magic, Girls' Love, Gore, School Life, Fantasy, Delinquents, Monster Girls, Police, Supernatural"
Jobless Reincarnation ~I'll Try Seriously If I Go To Another World~ Anthology,"Action, Comedy, Anthology, Adventure, Drama, Fantasy"
"Imperfect, Unhygenic and Untidy","Romance, Comedy, School Life, Slice of Life"
I’m Ready for Divorce!,"Reincarnation, Long Strip, Romance, Comedy, Isekai, Drama, Fantasy, Web Comic, Full Color"
Palace of the Omega,"Romance, Boys' Love, Drama, Fantasy"
Penetrate Me With Your Eyes,"Romance, Boys' Love"
Alkaloid Bride,"Romance, Drama, Fantasy"
初恋ビッグハニー,"Romance, Boys' Love, Sexual Violence"
Being Targeted by Hyena-chan,"Romance, Web Comic, Full Color"
Praise Me When I'm A Good Boy,"Romance, Boys' Love, Drama, Slice of Life"
A Female Friend Who Borrows Anything And Everything,"Oneshot, Web Comic"
We Are Different,"Romance, School Life"
Virgin Killer Ninpouchou,"Historical, Romance, Ninja, Comedy, Fantasy, Slice of Life"
My Boss the Raven -Another Story-,"Boys' Love, Office Workers, Doujinshi"
Wilted Flower,"Oneshot, Romance, Philosophical, Drama"
The NPCs in this Village Sim Game Must Be Real!,"Monsters, Action, Survival, Adventure, Video Games, Magic, Drama, Fantasy, Supernatural, Mystery, Adaptation"
Blue Exorcist,"Monsters, Action, Demons, Adventure, Magic, Gore, School Life, Fantasy, Supernatural"
Happy Family - Fukushuu no Rental Okaa-san,"Thriller, Psychological, Drama, Mystery"
Scattered Hiraeth,"Time Travel, Psychological, Girls' Love, Drama, Supernatural"
Creating a Better Life in Another World by Winning Gachas with my Overwhelming Luck!,"Reincarnation, Loli, Monsters, Action, Comedy, Harem, Isekai, Fantasy, Monster Girls, Adaptation"
The Young Lord Skilled At Escape,"Thriller, Historical, Action, Psychological, Ninja, Survival, Samurai, Adventure, Harem, Military, Drama, Slice of Life, Tragedy"
Getting Shot on the Frying Pan,"Adventure, Slice of Life, Cooking"
The Gal Who Comes to My House Every Day has Zero Boundaries but isn't Kind,"Romance, Comedy, School Life, Adaptation, Gyaru"
His Majesty Only Likes to Sleep with Men,"Reincarnation, Historical, Long Strip, Romance, Comedy, Boys' Love, Isekai, Drama, Full Color"
Skyhigh,"Reincarnation, Ghosts, Philosophical, Drama, Horror, Supernatural"
Younger Boss Wants to be Praised,"Romance, Boys' Love, Office Workers, Web Comic"
Libertine Prince and Captive Beast,"Historical, Romance, Boys' Love, Drama, Fantasy, Supernatural"
Bottom x Bottom,"Romance, Boys' Love"
Wild Roses and Pretenders,"Romance, Boys' Love, Drama, Medical"
Is It Alright for My Multiverse Self to Fall in Love?,"Oneshot, Romance, Comedy, Drama, School Life, Web Comic, Supernatural"
My Private Love Actor,"Romance, Boys' Love, Drama"
Heaven's Trap,"Psychological, Boys' Love, Drama, School Life"
Unexpected Attraction,"Romance, Boys' Love, Sexual Violence, Drama, School Life, Slice of Life"
これで最後の恋にしたい,"Romance, Boys' Love, Office Workers"
The World Is Invisible from You,"Romance, Boys' Love, Drama, School Life"
Akuma ha Tengoku ni Ikitakunai!,"Reincarnation, Demons, Boys' Love"
Undead Puppy,"Romance, Comedy, Boys' Love, Gore, Fantasy, Vampires"
Bite the Ruby Red,"Romance, Boys' Love"
Sex Influencer,Boys' Love
Estrus Playroom,"Romance, Boys' Love, Office Workers, Drama"
Sex Sales Driver,Boys' Love
To Not Be Eaten by the Demon,"Romance, Comedy, Boys' Love, Fantasy"
"The Rain of Teardrops, and Serenade","Sci-Fi, Time Travel, Historical, Romance, Comedy, Crossdressing, Drama"
Gentei de Koi o Shiyou,Boys' Love
"Knock Yourself Out!: The Goddess Beat the Final Boss in the Tutorial, So Now I'm Free to Do Whatever","Genderswap, Action, Comedy, Adventure, Girls' Love, Harem, Isekai, Drama, Fantasy, Adaptation"
"My Dear, Curse-Casting Vampiress","Action, Fantasy, Vampires, Supernatural"
White,"Monsters, Comedy, Girls' Love, Doujinshi, Monster Girls, Slice of Life, Supernatural"
PROLOGUE - The Legend of CrossWorld,"Monsters, Action, Demons, Animals, Comedy, Adventure, Self-Published, Magic, Drama, Horror, Fantasy, Mystery, Full Color"
I’ll Become an Elegant Villainess!,"Reincarnation, Magic, Drama, Fantasy, Villainess, Adaptation"
Oshi Korosu,"Romance, Comedy, Slice of Life"
"For You, I’ll Dress up in a Lie","Romance, Crossdressing, Drama, School Life, Web Comic, Slice of Life"
The Flower That Will Never Bloom,"Romance, Boys' Love, Office Workers, Drama"
Blue Tennis,"Romance, Comedy, Sports, Drama, School Life"
